pattern_type,sender_account,receiver_account,pattern_strength,detected_time,risk_level,description
Circular Transfer,A0388,A0470,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0282,A0378,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0411,A0241,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0251,A0269,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0270,A0445,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0386,A0306,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0133,A0249,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0339,A0384,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0176,A0244,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0269,A0094,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0076,A0249,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0312,A0141,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0009,A0407,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0050,A0454,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0245,A0203,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0031,A0088,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0481,A0188,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0464,A0197,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0470,A0304,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0139,A0395,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0021,A0252,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0480,A0242,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0180,A0028,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0226,A0122,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0119,A0409,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0192,A0067,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0448,A0302,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0162,A0384,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0353,A0373,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0289,A0019,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0102,A0405,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0038,A0169,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0390,A0464,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0255,A0021,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0200,A0394,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0449,A0333,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0192,A0326,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0082,A0138,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0079,A0410,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0259,A0351,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0233,A0119,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0194,A0263,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0228,A0057,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0182,A0238,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0222,A0232,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0346,A0245,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0317,A0031,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0263,A0075,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0499,A0205,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0495,A0160,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0142,A0060,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0102,A0084,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0288,A0402,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0209,A0011,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0255,A0188,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0030,A0111,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0425,A0269,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0489,A0478,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0001,A0130,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0354,A0482,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0108,A0085,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0416,A0399,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0309,A0113,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0274,A0173,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0016,A0435,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0191,A0470,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0370,A0462,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0023,A0157,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0042,A0468,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0400,A0311,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0278,A0404,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0050,A0328,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0342,A0030,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0367,A0070,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0347,A0215,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0358,A0037,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0026,A0326,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0168,A0100,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0480,A0165,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0165,A0058,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0482,A0358,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0050,A0067,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0308,A0014,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0070,A0453,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0340,A0302,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0045,A0059,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0130,A0450,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0404,A0207,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0233,A0006,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0351,A0481,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0480,A0187,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0391,A0319,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0424,A0395,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0026,A0053,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0022,A0137,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0467,A0043,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0185,A0359,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0024,A0123,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0293,A0260,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0117,A0244,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0100,A0225,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0341,A0414,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0115,A0279,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0148,A0034,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0287,A0365,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0329,A0157,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0286,A0481,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0424,A0187,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0148,A0130,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0492,A0070,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0167,A0376,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0406,A0364,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0067,A0205,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0089,A0447,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0257,A0227,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0279,A0185,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0453,A0311,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0266,A0448,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0454,A0345,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0075,A0269,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0099,A0265,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0092,A0063,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0022,A0328,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0192,A0098,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0321,A0215,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0404,A0040,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0264,A0036,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0191,A0197,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0050,A0196,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0465,A0274,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0062,A0192,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0332,A0288,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0084,A0086,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0072,A0400,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0023,A0059,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0189,A0403,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0037,A0452,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0245,A0135,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0142,A0207,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0220,A0179,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0332,A0130,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0285,A0221,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0108,A0023,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0461,A0496,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0025,A0222,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0472,A0070,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0336,A0211,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0453,A0375,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0392,A0006,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0019,A0240,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0474,A0162,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0478,A0268,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0463,A0124,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0364,A0351,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0445,A0133,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0317,A0086,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0262,A0175,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0068,A0341,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0188,A0045,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0152,A0245,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0491,A0410,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0097,A0065,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0191,A0270,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0085,A0155,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0140,A0164,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0136,A0277,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0408,A0411,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0178,A0209,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0068,A0323,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0278,A0317,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0201,A0271,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0371,A0292,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0215,A0490,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0174,A0070,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0335,A0144,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0051,A0186,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0089,A0090,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0484,A0023,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0130,A0256,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0127,A0330,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0133,A0076,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0124,A0375,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0454,A0396,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0268,A0388,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0146,A0485,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0101,A0458,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0212,A0119,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0192,A0058,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0497,A0134,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0269,A0423,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0257,A0269,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0409,A0408,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0318,A0266,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0305,A0142,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0407,A0013,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0013,A0494,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0265,A0452,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0486,A0328,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0318,A0106,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0374,A0082,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0188,A0058,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0184,A0331,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0498,A0217,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0218,A0134,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0288,A0425,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0418,A0443,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0213,A0394,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0364,A0303,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0269,A0159,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0375,A0067,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0443,A0427,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0121,A0296,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0209,A0314,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0010,A0414,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0450,A0359,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0037,A0099,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0059,A0471,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0363,A0116,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0352,A0027,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0094,A0260,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0066,A0477,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0383,A0500,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0039,A0054,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0351,A0453,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0480,A0351,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0440,A0153,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0191,A0172,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0030,A0426,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0190,A0002,2,,HIGH,Bi-directional money flow detected
Circular Transfer,A0179,A0276,2,,HIGH,Bi-directional money flow detected
