id,pattern_type,sender_account,receiver_account,pattern_strength,detected_time,risk_level,description
3962,Circular Transfer,A0413,A0493,2,,HIGH,Bi-directional money flow detected
3963,Circular Transfer,A0257,A0259,2,,HIGH,Bi-directional money flow detected
3964,Circular Transfer,A0092,A0030,2,,HIGH,Bi-directional money flow detected
3965,Circular Transfer,A0493,A0077,2,,HIGH,Bi-directional money flow detected
3966,Circular Transfer,A0094,A0210,2,,HIGH,Bi-directional money flow detected
3967,Circular Transfer,A0467,A0384,2,,HIGH,Bi-directional money flow detected
3968,Circular Transfer,A0357,A0297,2,,HIGH,Bi-directional money flow detected
3969,Circular Transfer,A0084,A0212,2,,HIGH,Bi-directional money flow detected
3970,Circular Transfer,A0292,A0056,2,,HIGH,Bi-directional money flow detected
3971,Circular Transfer,A0349,A0385,2,,HIGH,Bi-directional money flow detected
3972,Circular Transfer,A0388,A0076,2,,HIGH,Bi-directional money flow detected
3973,Circular Transfer,A0468,A0457,2,,HIGH,Bi-directional money flow detected
3974,Circular Transfer,A0168,A0299,2,,HIGH,Bi-directional money flow detected
3975,Circular Transfer,A0484,A0016,2,,HIGH,Bi-directional money flow detected
3976,Circular Transfer,A0198,A0464,2,,HIGH,Bi-directional money flow detected
3977,Circular Transfer,A0188,A0383,2,,HIGH,Bi-directional money flow detected
3978,Circular Transfer,A0433,A0483,2,,HIGH,Bi-directional money flow detected
3979,Circular Transfer,A0147,A0195,2,,HIGH,Bi-directional money flow detected
3980,Circular Transfer,A0161,A0219,2,,HIGH,Bi-directional money flow detected
3981,Circular Transfer,A0037,A0204,2,,HIGH,Bi-directional money flow detected
3982,Circular Transfer,A0012,A0141,2,,HIGH,Bi-directional money flow detected
3983,Circular Transfer,A0338,A0130,2,,HIGH,Bi-directional money flow detected
3984,Circular Transfer,A0148,A0276,2,,HIGH,Bi-directional money flow detected
3985,Circular Transfer,A0290,A0261,2,,HIGH,Bi-directional money flow detected
3986,Circular Transfer,A0117,A0176,2,,HIGH,Bi-directional money flow detected
3987,Circular Transfer,A0443,A0238,2,,HIGH,Bi-directional money flow detected
3988,Circular Transfer,A0107,A0222,2,,HIGH,Bi-directional money flow detected
3989,Circular Transfer,A0063,A0329,2,,HIGH,Bi-directional money flow detected
3990,Circular Transfer,A0190,A0112,2,,HIGH,Bi-directional money flow detected
3991,Circular Transfer,A0278,A0364,2,,HIGH,Bi-directional money flow detected
3992,Circular Transfer,A0422,A0329,2,,HIGH,Bi-directional money flow detected
3993,Circular Transfer,A0328,A0344,2,,HIGH,Bi-directional money flow detected
3994,Circular Transfer,A0136,A0371,2,,HIGH,Bi-directional money flow detected
3995,Circular Transfer,A0123,A0179,2,,HIGH,Bi-directional money flow detected
3996,Circular Transfer,A0196,A0248,2,,HIGH,Bi-directional money flow detected
3997,Circular Transfer,A0349,A0364,2,,HIGH,Bi-directional money flow detected
3998,Circular Transfer,A0259,A0130,2,,HIGH,Bi-directional money flow detected
3999,Circular Transfer,A0181,A0367,2,,HIGH,Bi-directional money flow detected
4000,Circular Transfer,A0185,A0149,2,,HIGH,Bi-directional money flow detected
4001,Circular Transfer,A0268,A0106,2,,HIGH,Bi-directional money flow detected
4002,Circular Transfer,A0238,A0198,2,,HIGH,Bi-directional money flow detected
4003,Circular Transfer,A0023,A0313,2,,HIGH,Bi-directional money flow detected
4004,Circular Transfer,A0311,A0274,2,,HIGH,Bi-directional money flow detected
4005,Circular Transfer,A0475,A0184,2,,HIGH,Bi-directional money flow detected
4006,Circular Transfer,A0038,A0255,2,,HIGH,Bi-directional money flow detected
4007,Circular Transfer,A0149,A0354,2,,HIGH,Bi-directional money flow detected
4008,Circular Transfer,A0086,A0001,2,,HIGH,Bi-directional money flow detected
4009,Circular Transfer,A0405,A0442,2,,HIGH,Bi-directional money flow detected
4010,Circular Transfer,A0187,A0326,2,,HIGH,Bi-directional money flow detected
4011,Circular Transfer,A0427,A0014,2,,HIGH,Bi-directional money flow detected
4012,Circular Transfer,A0288,A0447,2,,HIGH,Bi-directional money flow detected
4013,Circular Transfer,A0445,A0363,2,,HIGH,Bi-directional money flow detected
4014,Circular Transfer,A0028,A0044,2,,HIGH,Bi-directional money flow detected
4015,Circular Transfer,A0159,A0357,2,,HIGH,Bi-directional money flow detected
4016,Circular Transfer,A0245,A0095,2,,HIGH,Bi-directional money flow detected
4017,Circular Transfer,A0414,A0385,2,,HIGH,Bi-directional money flow detected
4018,Circular Transfer,A0443,A0174,2,,HIGH,Bi-directional money flow detected
4019,Circular Transfer,A0451,A0262,2,,HIGH,Bi-directional money flow detected
4020,Circular Transfer,A0289,A0114,2,,HIGH,Bi-directional money flow detected
4021,Circular Transfer,A0063,A0386,2,,HIGH,Bi-directional money flow detected
4022,Circular Transfer,A0115,A0237,2,,HIGH,Bi-directional money flow detected
4023,Circular Transfer,A0065,A0371,2,,HIGH,Bi-directional money flow detected
4024,Circular Transfer,A0350,A0133,2,,HIGH,Bi-directional money flow detected
4025,Circular Transfer,A0140,A0266,2,,HIGH,Bi-directional money flow detected
4026,Circular Transfer,A0271,A0122,2,,HIGH,Bi-directional money flow detected
4027,Circular Transfer,A0156,A0446,2,,HIGH,Bi-directional money flow detected
4028,Circular Transfer,A0001,A0226,2,,HIGH,Bi-directional money flow detected
4029,Circular Transfer,A0187,A0400,2,,HIGH,Bi-directional money flow detected
4030,Circular Transfer,A0091,A0120,2,,HIGH,Bi-directional money flow detected
4031,Circular Transfer,A0055,A0315,2,,HIGH,Bi-directional money flow detected
4032,Circular Transfer,A0196,A0263,2,,HIGH,Bi-directional money flow detected
4033,Circular Transfer,A0286,A0302,2,,HIGH,Bi-directional money flow detected
4034,Circular Transfer,A0135,A0429,2,,HIGH,Bi-directional money flow detected
4035,Circular Transfer,A0043,A0083,2,,HIGH,Bi-directional money flow detected
4036,Circular Transfer,A0269,A0399,2,,HIGH,Bi-directional money flow detected
4037,Circular Transfer,A0469,A0291,2,,HIGH,Bi-directional money flow detected
4038,Circular Transfer,A0280,A0046,2,,HIGH,Bi-directional money flow detected
4039,Circular Transfer,A0472,A0072,2,,HIGH,Bi-directional money flow detected
4040,Circular Transfer,A0229,A0301,2,,HIGH,Bi-directional money flow detected
4041,Circular Transfer,A0100,A0418,2,,HIGH,Bi-directional money flow detected
4042,Circular Transfer,A0236,A0099,2,,HIGH,Bi-directional money flow detected
4043,Circular Transfer,A0374,A0428,2,,HIGH,Bi-directional money flow detected
4044,Circular Transfer,A0265,A0135,2,,HIGH,Bi-directional money flow detected
4045,Circular Transfer,A0201,A0374,2,,HIGH,Bi-directional money flow detected
4046,Circular Transfer,A0498,A0172,2,,HIGH,Bi-directional money flow detected
4047,Circular Transfer,A0053,A0484,2,,HIGH,Bi-directional money flow detected
4048,Circular Transfer,A0123,A0121,2,,HIGH,Bi-directional money flow detected
4049,Circular Transfer,A0447,A0319,2,,HIGH,Bi-directional money flow detected
4050,Circular Transfer,A0008,A0351,2,,HIGH,Bi-directional money flow detected
4051,Circular Transfer,A0079,A0406,2,,HIGH,Bi-directional money flow detected
4052,Circular Transfer,A0132,A0352,2,,HIGH,Bi-directional money flow detected
4053,Circular Transfer,A0297,A0154,2,,HIGH,Bi-directional money flow detected
4054,Circular Transfer,A0204,A0193,2,,HIGH,Bi-directional money flow detected
4055,Circular Transfer,A0048,A0075,2,,HIGH,Bi-directional money flow detected
4056,Circular Transfer,A0458,A0037,2,,HIGH,Bi-directional money flow detected
4057,Circular Transfer,A0095,A0338,2,,HIGH,Bi-directional money flow detected
4058,Circular Transfer,A0080,A0267,2,,HIGH,Bi-directional money flow detected
4059,Circular Transfer,A0481,A0370,2,,HIGH,Bi-directional money flow detected
4060,Circular Transfer,A0384,A0480,2,,HIGH,Bi-directional money flow detected
4061,Circular Transfer,A0158,A0324,2,,HIGH,Bi-directional money flow detected
4062,Circular Transfer,A0252,A0461,2,,HIGH,Bi-directional money flow detected
4063,Circular Transfer,A0039,A0097,2,,HIGH,Bi-directional money flow detected
4064,Circular Transfer,A0152,A0269,2,,HIGH,Bi-directional money flow detected
4065,Circular Transfer,A0184,A0180,2,,HIGH,Bi-directional money flow detected
4066,Circular Transfer,A0001,A0025,2,,HIGH,Bi-directional money flow detected
4067,Circular Transfer,A0492,A0319,2,,HIGH,Bi-directional money flow detected
4068,Circular Transfer,A0221,A0054,2,,HIGH,Bi-directional money flow detected
4069,Circular Transfer,A0227,A0419,2,,HIGH,Bi-directional money flow detected
4070,Circular Transfer,A0261,A0407,2,,HIGH,Bi-directional money flow detected
4071,Circular Transfer,A0346,A0094,2,,HIGH,Bi-directional money flow detected
4072,Circular Transfer,A0288,A0300,2,,HIGH,Bi-directional money flow detected
4073,Circular Transfer,A0454,A0084,2,,HIGH,Bi-directional money flow detected
4074,Circular Transfer,A0406,A0250,2,,HIGH,Bi-directional money flow detected
4075,Circular Transfer,A0076,A0121,2,,HIGH,Bi-directional money flow detected
4076,Circular Transfer,A0319,A0278,2,,HIGH,Bi-directional money flow detected
4077,Circular Transfer,A0413,A0053,2,,HIGH,Bi-directional money flow detected
4078,Circular Transfer,A0049,A0459,2,,HIGH,Bi-directional money flow detected
4079,Circular Transfer,A0108,A0482,2,,HIGH,Bi-directional money flow detected
4080,Circular Transfer,A0123,A0326,2,,HIGH,Bi-directional money flow detected
4081,Circular Transfer,A0443,A0430,2,,HIGH,Bi-directional money flow detected
4082,Circular Transfer,A0417,A0016,2,,HIGH,Bi-directional money flow detected
4083,Circular Transfer,A0127,A0374,2,,HIGH,Bi-directional money flow detected
4084,Circular Transfer,A0455,A0352,2,,HIGH,Bi-directional money flow detected
4085,Circular Transfer,A0058,A0289,2,,HIGH,Bi-directional money flow detected
4086,Circular Transfer,A0336,A0065,2,,HIGH,Bi-directional money flow detected
4087,Circular Transfer,A0114,A0053,2,,HIGH,Bi-directional money flow detected
4088,Circular Transfer,A0401,A0172,2,,HIGH,Bi-directional money flow detected
4089,Circular Transfer,A0288,A0094,2,,HIGH,Bi-directional money flow detected
4090,Circular Transfer,A0174,A0265,2,,HIGH,Bi-directional money flow detected
4091,Circular Transfer,A0082,A0476,2,,HIGH,Bi-directional money flow detected
4092,Circular Transfer,A0045,A0238,2,,HIGH,Bi-directional money flow detected
4093,Circular Transfer,A0367,A0130,2,,HIGH,Bi-directional money flow detected
4094,Circular Transfer,A0055,A0238,2,,HIGH,Bi-directional money flow detected
4095,Circular Transfer,A0122,A0458,2,,HIGH,Bi-directional money flow detected
4096,Circular Transfer,A0081,A0093,2,,HIGH,Bi-directional money flow detected
4097,Circular Transfer,A0262,A0009,2,,HIGH,Bi-directional money flow detected
4098,Circular Transfer,A0245,A0207,2,,HIGH,Bi-directional money flow detected
4099,Circular Transfer,A0022,A0005,2,,HIGH,Bi-directional money flow detected
4100,Circular Transfer,A0007,A0372,2,,HIGH,Bi-directional money flow detected
4101,Circular Transfer,A0254,A0099,2,,HIGH,Bi-directional money flow detected
4102,Circular Transfer,A0107,A0305,2,,HIGH,Bi-directional money flow detected
4103,Circular Transfer,A0282,A0003,2,,HIGH,Bi-directional money flow detected
4104,Circular Transfer,A0136,A0110,2,,HIGH,Bi-directional money flow detected
4105,Circular Transfer,A0260,A0095,2,,HIGH,Bi-directional money flow detected
4106,Circular Transfer,A0197,A0429,2,,HIGH,Bi-directional money flow detected
4107,Circular Transfer,A0313,A0214,2,,HIGH,Bi-directional money flow detected
4108,Circular Transfer,A0355,A0215,2,,HIGH,Bi-directional money flow detected
4109,Circular Transfer,A0435,A0074,2,,HIGH,Bi-directional money flow detected
4110,Circular Transfer,A0047,A0247,2,,HIGH,Bi-directional money flow detected
4111,Circular Transfer,A0042,A0383,2,,HIGH,Bi-directional money flow detected
4112,Circular Transfer,A0325,A0098,2,,HIGH,Bi-directional money flow detected
4113,Circular Transfer,A0046,A0056,2,,HIGH,Bi-directional money flow detected
4114,Circular Transfer,A0050,A0457,2,,HIGH,Bi-directional money flow detected
4115,Circular Transfer,A0313,A0006,2,,HIGH,Bi-directional money flow detected
4116,Circular Transfer,A0164,A0111,2,,HIGH,Bi-directional money flow detected
4117,Circular Transfer,A0237,A0252,2,,HIGH,Bi-directional money flow detected
4118,Circular Transfer,A0111,A0333,2,,HIGH,Bi-directional money flow detected
4119,Circular Transfer,A0417,A0028,2,,HIGH,Bi-directional money flow detected
4120,Circular Transfer,A0440,A0236,2,,HIGH,Bi-directional money flow detected
4121,Circular Transfer,A0245,A0493,2,,HIGH,Bi-directional money flow detected
4122,Circular Transfer,A0271,A0213,2,,HIGH,Bi-directional money flow detected
4123,Circular Transfer,A0300,A0431,2,,HIGH,Bi-directional money flow detected
4124,Circular Transfer,A0340,A0425,2,,HIGH,Bi-directional money flow detected
4125,Circular Transfer,A0478,A0169,2,,HIGH,Bi-directional money flow detected
4126,Circular Transfer,A0007,A0461,2,,HIGH,Bi-directional money flow detected
4127,Circular Transfer,A0002,A0185,2,,HIGH,Bi-directional money flow detected
4128,Circular Transfer,A0460,A0393,2,,HIGH,Bi-directional money flow detected
4129,Circular Transfer,A0401,A0097,2,,HIGH,Bi-directional money flow detected
4130,Circular Transfer,A0401,A0498,2,,HIGH,Bi-directional money flow detected
4131,Circular Transfer,A0265,A0061,2,,HIGH,Bi-directional money flow detected
4132,Circular Transfer,A0440,A0058,2,,HIGH,Bi-directional money flow detected
4133,Circular Transfer,A0473,A0409,2,,HIGH,Bi-directional money flow detected
4134,Circular Transfer,A0174,A0212,2,,HIGH,Bi-directional money flow detected
4135,Circular Transfer,A0019,A0157,2,,HIGH,Bi-directional money flow detected
4136,Circular Transfer,A0350,A0119,2,,HIGH,Bi-directional money flow detected
4137,Circular Transfer,A0366,A0090,2,,HIGH,Bi-directional money flow detected
4138,Circular Transfer,A0491,A0175,2,,HIGH,Bi-directional money flow detected
4139,Circular Transfer,A0085,A0249,2,,HIGH,Bi-directional money flow detected
4140,Circular Transfer,A0108,A0252,2,,HIGH,Bi-directional money flow detected
4141,Circular Transfer,A0462,A0446,2,,HIGH,Bi-directional money flow detected
4142,Circular Transfer,A0377,A0326,2,,HIGH,Bi-directional money flow detected
4143,Circular Transfer,A0447,A0104,2,,HIGH,Bi-directional money flow detected
4144,Circular Transfer,A0037,A0480,2,,HIGH,Bi-directional money flow detected
4145,Circular Transfer,A0275,A0032,2,,HIGH,Bi-directional money flow detected
4146,Circular Transfer,A0470,A0133,2,,HIGH,Bi-directional money flow detected
4147,Circular Transfer,A0374,A0228,2,,HIGH,Bi-directional money flow detected
4148,Circular Transfer,A0061,A0238,2,,HIGH,Bi-directional money flow detected
4149,Circular Transfer,A0116,A0331,2,,HIGH,Bi-directional money flow detected
4150,Circular Transfer,A0074,A0250,2,,HIGH,Bi-directional money flow detected
4151,Circular Transfer,A0068,A0376,2,,HIGH,Bi-directional money flow detected
4152,Circular Transfer,A0116,A0130,2,,HIGH,Bi-directional money flow detected
4153,Circular Transfer,A0461,A0055,2,,HIGH,Bi-directional money flow detected
4154,Circular Transfer,A0239,A0018,2,,HIGH,Bi-directional money flow detected
4155,Circular Transfer,A0331,A0282,2,,HIGH,Bi-directional money flow detected
4156,Circular Transfer,A0365,A0060,2,,HIGH,Bi-directional money flow detected
4157,Circular Transfer,A0497,A0206,2,,HIGH,Bi-directional money flow detected
4158,Circular Transfer,A0183,A0470,2,,HIGH,Bi-directional money flow detected
4159,Circular Transfer,A0198,A0420,2,,HIGH,Bi-directional money flow detected
4160,Circular Transfer,A0271,A0001,2,,HIGH,Bi-directional money flow detected
4161,Circular Transfer,A0099,A0217,2,,HIGH,Bi-directional money flow detected
4162,Circular Transfer,A0204,A0340,2,,HIGH,Bi-directional money flow detected
4163,Circular Transfer,A0047,A0238,2,,HIGH,Bi-directional money flow detected
4164,Circular Transfer,A0109,A0205,2,,HIGH,Bi-directional money flow detected
4165,Circular Transfer,A0092,A0184,2,,HIGH,Bi-directional money flow detected
4166,Circular Transfer,A0294,A0007,2,,HIGH,Bi-directional money flow detected
4167,Circular Transfer,A0028,A0285,2,,HIGH,Bi-directional money flow detected
4168,Circular Transfer,A0267,A0268,2,,HIGH,Bi-directional money flow detected
4169,Circular Transfer,A0157,A0113,2,,HIGH,Bi-directional money flow detected
4170,Circular Transfer,A0373,A0151,2,,HIGH,Bi-directional money flow detected
4171,Circular Transfer,A0228,A0021,2,,HIGH,Bi-directional money flow detected
4172,Circular Transfer,A0210,A0435,2,,HIGH,Bi-directional money flow detected
4173,Circular Transfer,A0190,A0108,2,,HIGH,Bi-directional money flow detected
4174,Circular Transfer,A0028,A0247,2,,HIGH,Bi-directional money flow detected
4175,Circular Transfer,A0387,A0313,2,,HIGH,Bi-directional money flow detected
4176,Circular Transfer,A0339,A0018,2,,HIGH,Bi-directional money flow detected
4177,Circular Transfer,A0140,A0364,2,,HIGH,Bi-directional money flow detected
4178,Circular Transfer,A0353,A0332,2,,HIGH,Bi-directional money flow detected
4179,Circular Transfer,A0327,A0197,2,,HIGH,Bi-directional money flow detected
4180,Circular Transfer,A0171,A0358,2,,HIGH,Bi-directional money flow detected
